episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,38.1063829787234,47,40,0.851063829787234,2.660137891769409,23.634294509887695,0.0,25.550249099731445
1,59.333333333333336,24,20,0.8333333333333334,5.002782344818115,63.008792877197266,0.0028670155443251133,44.61680221557617
2,55.00000000000001,25,20,0.8,2.6028060913085938,50.35457992553711,0.002836651634424925,16.95041275024414
3,-153.65271966527197,239,204,0.8534728033472804,-5.959800720214844,15.375706672668457,0.0026912738103419542,12.63548469543457
4,59.333333333333336,24,20,0.8333333333333334,1.5873349905014038,85.917724609375,0.0026107889134436846,21.761629104614258
5,33.42424242424243,55,49,0.8842424242424243,-0.48502084612846375,45.111785888671875,0.002505011623725295,22.012859344482422
6,63.95652173913044,23,20,0.8695652173913043,4.1350417137146,99.75188446044922,0.002828682539984584,34.29740524291992
7,-9.541666666666668,96,83,0.8645833333333334,-0.6328169107437134,17.38150978088379,0.0026656589470803738,14.425433158874512
8,20.827956989247305,62,52,0.8282795698924731,0.8921799063682556,15.351920127868652,0.0025813300162553787,20.933917999267578
9,40.95652173913044,46,40,0.8695652173913043,1.8957626819610596,54.013309478759766,0.002382541773840785,14.091734886169434
10,-3.752688172043016,93,83,0.8924731182795699,0.16229400038719177,17.139657974243164,0.002252419013530016,13.710733413696289
11,-19.84848484848485,110,100,0.9015151515151515,0.0590214878320694,10.61358642578125,0.0021488473284989595,16.271516799926758
12,63.95652173913043,23,20,0.8695652173913043,4.386227607727051,62.6058464050293,0.004398922901600599,76.73655700683594
13,68.9090909090909,22,20,0.9090909090909091,4.4128265380859375,45.59111022949219,0.004230935126543045,21.953277587890625
14,40.95652173913043,46,40,0.8695652173913043,0.40531376004219055,37.66771697998047,0.004549868404865265,43.567466735839844
15,25.735632183908045,58,49,0.8373563218390805,-1.2300496101379395,24.571331024169922,0.004379750695079565,18.604434967041016
16,40.95652173913044,46,40,0.8695652173913043,-0.4665171504020691,37.0581169128418,0.004250763449817896,18.8759822845459
17,63.95652173913043,23,20,0.8695652173913043,2.940911054611206,127.79883575439453,0.004564049653708935,42.11628723144531
18,43.888888888888886,45,40,0.8888888888888888,-0.5855273008346558,40.99498748779297,0.0043524689972400665,12.437666893005371
19,40.95652173913044,46,40,0.8695652173913043,-0.8253828883171082,29.894784927368164,0.0041806562803685665,15.40234088897705
20,-3.7526881720430105,93,83,0.8924731182795699,-1.8669122457504272,29.601253509521484,0.00401450926437974,10.253487586975098
21,-139.41592920353983,226,196,0.8658407079646018,-3.364084243774414,10.098169326782227,0.003859625430777669,12.676815032958984
22,-35.994535519125684,122,106,0.8600546448087432,-2.466323137283325,9.822467803955078,0.003718205029144883,13.98263931274414
23,-3.7526881720430088,93,83,0.8924731182795699,-0.2622104585170746,12.757223129272461,0.0035876352339982986,9.55333423614502
24,20.827956989247312,62,52,0.8282795698924731,-0.22133509814739227,71.26692962646484,0.003542607882991433,26.651453018188477
25,-7.631578947368416,95,83,0.8736842105263158,0.6704608201980591,31.756364822387695,0.0034272782504558563,10.93847370147705
26,-26.105263157894747,114,101,0.8789473684210526,0.5008873343467712,40.31813049316406,0.0033680933993309736,22.086376190185547
27,43.88888888888888,45,40,0.8888888888888888,2.1073837280273438,60.28063201904297,0.0032708849757909775,15.001409530639648
28,40.95652173913042,46,40,0.8695652173913043,1.8389590978622437,64.55522155761719,0.0031993906013667583,19.07114601135254
29,59.333333333333336,24,20,0.8333333333333334,4.4095001220703125,99.68181610107422,0.0031922818161547184,26.83542251586914
30,22.934426229508198,61,52,0.839344262295082,-1.5602679252624512,48.999778747558594,0.003144289134070277,25.63615608215332
31,27.77966101694914,59,52,0.8677966101694915,-1.9931681156158447,55.96781539916992,0.0031318478286266327,25.801069259643555
32,-131.0969696969697,220,196,0.8890303030303031,-3.0070269107818604,15.81104850769043,0.003055136650800705,13.953902244567871
33,-139.45722713864308,226,196,0.8654277286135693,-3.280409097671509,13.166903495788574,0.0029852534644305706,12.912907600402832
34,31.50909090909091,55,48,0.8650909090909091,-3.6843740940093994,53.9329948425293,0.0029226900078356266,21.257383346557617
35,43.888888888888886,45,40,0.8888888888888888,-0.5910525321960449,52.861881256103516,0.002848863834515214,12.22976303100586
36,-3.7526881720430105,93,83,0.8924731182795699,-1.181698203086853,27.10289764404297,0.0027798712253570557,8.789801597595215
37,-3.752688172043012,93,83,0.8924731182795699,-0.6474202871322632,13.908731460571289,0.002715782495215535,7.676212310791016
38,43.88888888888888,45,40,0.8888888888888888,0.06857020407915115,78.57731628417969,0.0026555946096777916,15.202190399169922
39,-3.752688172043013,93,83,0.8924731182795699,-0.04420379176735878,36.52630615234375,0.002601353684440255,11.334537506103516
40,-23.595870206489693,113,102,0.8940412979351032,-1.1339761018753052,41.23226547241211,0.0025574984028935432,18.356863021850586
41,46.9090909090909,44,40,0.9090909090909091,0.5482797026634216,49.02336502075195,0.0025033762212842703,15.479572296142578
42,43.888888888888886,45,40,0.8888888888888888,0.4850119948387146,61.75510025024414,0.0024548242799937725,16.2861328125
43,31.50909090909091,55,48,0.8650909090909091,-1.2058886289596558,35.63383865356445,0.002407284453511238,14.516167640686035
44,-35.994535519125684,122,106,0.8600546448087432,-2.282527446746826,32.46149826049805,0.0023626398760825396,15.140542030334473
45,-28.908045977011493,116,102,0.870919540229885,-2.146942615509033,21.123802185058594,0.002320492174476385,13.446640014648438
46,-1.782608695652176,92,83,0.9021739130434783,-1.0348315238952637,27.39101791381836,0.0022757931146770716,10.666703224182129
47,-133.0,222,198,0.89,-0.8099173903465271,14.434050559997559,0.0022331729996949434,10.114189147949219
48,-129.5151515151515,220,200,0.9048484848484849,-0.7601339817047119,16.20332145690918,0.0021989173255860806,7.961307525634766
49,63.95652173913044,23,20,0.8695652173913043,1.438262939453125,35.99961853027344,0.0021728421561419964,18.793508529663086
50,-3.752688172043013,93,83,0.8924731182795699,-1.7174196243286133,25.636964797973633,0.002142908750101924,11.66179084777832
