episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,25.735632183908052,58,49,0.8373563218390805,2.5267889499664307,32.19083786010742,0.0,44.079551696777344
1,25.497175141242938,59,51,0.8449717514124294,0.07393023371696472,69.0972900390625,0.004067366011440754,53.87826156616211
2,-149.5677966101695,236,204,0.8643220338983051,-1.9253700971603394,9.87147045135498,0.004875001031905413,14.233967781066895
3,59.333333333333336,24,20,0.8333333333333334,6.174631118774414,65.7721939086914,0.004887246992439032,23.037853240966797
4,40.95652173913044,46,40,0.8695652173913043,2.211604118347168,43.989044189453125,0.005268973298370838,32.26605987548828
5,63.95652173913043,23,20,0.8695652173913043,3.8251774311065674,56.69269943237305,0.005087557248771191,27.989700317382812
6,43.888888888888886,45,40,0.8888888888888888,0.07412974536418915,54.6377067565918,0.004634160082787275,14.969307899475098
7,-3.7526881720430127,93,83,0.8924731182795699,-2.265424966812134,12.817682266235352,0.004235354717820883,8.845159530639648
8,33.679012345679006,54,48,0.8767901234567901,-3.0906693935394287,82.85005950927734,0.004393148701637983,34.152626037597656
9,-133.0,222,198,0.89,-4.381062984466553,9.3331937789917,0.004052051808685064,9.87563419342041
10,36.06172839506172,54,49,0.9006172839506172,-1.423467755317688,48.71690368652344,0.003873733803629875,23.119495391845703
11,63.95652173913044,23,20,0.8695652173913043,3.909003496170044,59.64651870727539,0.003778446465730667,26.47456932067871
12,63.95652173913043,23,20,0.8695652173913043,4.245954513549805,58.32210159301758,0.0036461602430790663,23.915348052978516
13,-5.702127659574472,94,83,0.8829787234042553,0.18852263689041138,16.801170349121094,0.003442990593612194,8.958258628845215
14,43.88888888888888,45,40,0.8888888888888888,1.192341685295105,46.50405502319336,0.003275366732850671,16.026975631713867
15,-134.33630952380952,224,201,0.8966369047619047,-0.9764136075973511,8.94360065460205,0.003142664674669504,13.863844871520996
16,-3.752688172043011,93,83,0.8924731182795699,-0.1644340306520462,17.950700759887695,0.0030007450841367245,9.497434616088867
17,59.33333333333334,24,20,0.8333333333333334,3.644085645675659,37.334625244140625,0.0029537270311266184,21.04131507873535
18,43.888888888888886,45,40,0.8888888888888888,0.19178467988967896,36.441925048828125,0.002817582106217742,13.342199325561523
19,59.333333333333336,24,20,0.8333333333333334,1.9000860452651978,90.22037506103516,0.0027113992255181074,18.20840072631836
20,40.95652173913043,46,40,0.8695652173913043,-0.7468854784965515,41.10039138793945,0.0026288649532943964,17.32893180847168
21,46.909090909090914,44,40,0.9090909090909091,-0.8807875514030457,62.87211990356445,0.002547412645071745,16.62898063659668
22,30.369047619047617,56,49,0.8636904761904762,-3.1132285594940186,70.58486938476562,0.002486573299393058,20.2313175201416
23,-147.72907801418438,235,206,0.8727092198581561,-3.235438108444214,13.840677261352539,0.0024252673611044884,13.457648277282715
24,28.039548022598865,59,52,0.8703954802259887,-2.854708433151245,76.01309204101562,0.002355796517804265,18.61006736755371
25,63.95652173913044,23,20,0.8695652173913043,2.660238265991211,96.23321533203125,0.0023014952894300222,23.182907104492188
26,-136.64285714285714,224,196,0.8735714285714286,-0.657062828540802,16.347143173217773,0.0022362645249813795,10.039129257202148
27,-3.7526881720430176,93,83,0.8924731182795699,0.020729461684823036,20.981523513793945,0.0021790408063679934,12.701532363891602
28,40.95652173913044,46,40,0.8695652173913043,0.9477805495262146,54.724830627441406,0.002111028879880905,9.787208557128906
29,43.88888888888888,45,40,0.8888888888888888,0.7831220626831055,33.422401428222656,0.002056302735581994,13.479498863220215
30,-5.70212765957447,94,83,0.8829787234042553,0.4550793468952179,16.769065856933594,0.0020012976601719856,6.596020221710205
31,-27.13450292397661,114,100,0.8686549707602339,-0.7627832889556885,33.44791793823242,0.001953722909092903,12.697067260742188
32,33.382716049382715,54,48,0.8738271604938271,-1.1648809909820557,46.08061981201172,0.0019128373824059963,15.121492385864258
