episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,40.95652173913044,46,40,0.8695652173913043,1.6881362199783325,35.83625030517578,0.0,35.4563102722168
1,29.47619047619047,56,48,0.8547619047619047,-3.091233015060425,91.4619369506836,0.0018824245780706406,41.34262466430664
2,25.29885057471264,58,49,0.8329885057471265,-0.4367472529411316,43.18417739868164,0.0029237393755465746,30.625761032104492
3,43.888888888888886,45,40,0.8888888888888888,2.6676459312438965,28.31954574584961,0.002915568184107542,15.441414833068848
4,-41.149333333333345,125,105,0.8385066666666666,0.5751363635063171,26.030548095703125,0.0027475219685584307,16.73513412475586
5,-136.68452380952382,224,196,0.8731547619047619,-0.2278595119714737,11.50675106048584,0.0025830180384218693,14.89145278930664
6,-28.10344827586207,116,103,0.8789655172413793,1.0062096118927002,29.291330337524414,0.002670331159606576,26.002870559692383
7,-25.784660766961654,113,99,0.8721533923303835,0.600493311882019,10.085464477539062,0.002528766868636012,18.826597213745117
8,-25.241887905604724,113,100,0.8775811209439528,0.03390387073159218,8.880043029785156,0.0023704804480075836,18.139585494995117
9,-3.7526881720430043,93,83,0.8924731182795699,0.15541982650756836,30.496715545654297,0.002224973402917385,11.552238464355469
10,-7.631578947368421,95,83,0.8736842105263158,-0.17657285928726196,13.388823509216309,0.0020883800461888313,8.84423828125
11,-139.30543318649046,227,200,0.8769456681350954,-2.6535451412200928,12.856413841247559,0.001970230368897319,12.7391939163208
12,40.95652173913043,46,40,0.8695652173913043,2.258653402328491,39.43407440185547,0.001881632604636252,14.73921012878418
13,35.46913580246913,54,49,0.8946913580246914,0.972812831401825,59.49613571166992,0.0021239721681922674,34.83087158203125
14,-28.908045977011497,116,102,0.870919540229885,-1.5576328039169312,31.366437911987305,0.002133911242708564,22.71630096435547
15,-5.702127659574469,94,83,0.8829787234042553,-0.861608624458313,20.02093505859375,0.002047573449090123,12.138635635375977
16,40.95652173913043,46,40,0.8695652173913043,0.9462988972663879,36.25254821777344,0.0019995251204818487,18.302885055541992
17,43.888888888888886,45,40,0.8888888888888888,0.25037410855293274,45.131309509277344,0.002029940253123641,24.776674270629883
18,63.95652173913043,23,20,0.8695652173913043,2.9669687747955322,56.43341064453125,0.0019528884440660477,16.063255310058594
19,63.95652173913043,23,20,0.8695652173913043,1.6612346172332764,94.19552612304688,0.001992614706978202,29.55146026611328
20,40.58666666666667,50,46,0.9058666666666667,-2.9671790599823,42.3617057800293,0.0019698715768754482,22.409177780151367
21,63.95652173913044,23,20,0.8695652173913043,1.6221925020217896,106.83661651611328,0.0019864789210259914,30.0601749420166
22,43.888888888888886,45,40,0.8888888888888888,-0.8831251263618469,41.09182357788086,0.00191725033801049,15.459397315979004
23,27.95402298850575,58,51,0.8595402298850575,-2.300579786300659,68.33121490478516,0.0018812835915014148,22.9304256439209
24,-3.75268817204301,93,83,0.8924731182795699,-1.3949275016784668,30.208555221557617,0.0018363503040745854,12.334864616394043
25,-21.976190476190467,112,101,0.9002380952380953,-1.9055249691009521,49.444705963134766,0.0017811928410083055,14.934983253479004
26,18.354497354497354,63,52,0.8135449735449736,-0.3479812741279602,99.7399673461914,0.0017873720498755574,26.847015380859375
27,-5.702127659574469,94,83,0.8829787234042553,0.2931306064128876,27.508655548095703,0.0017370634013786912,9.728350639343262
28,63.95652173913043,23,20,0.8695652173913043,4.857601165771484,166.027587890625,0.001724745612591505,25.56014633178711
29,-5.702127659574464,94,83,0.8829787234042553,-0.24719709157943726,38.3587532043457,0.0016821876633912325,8.038687705993652
30,59.333333333333336,24,20,0.8333333333333334,3.324629545211792,112.97124481201172,0.0016372599638998508,17.142789840698242
31,63.95652173913043,23,20,0.8695652173913043,1.860891342163086,85.86972045898438,0.0016036337474361062,20.792484283447266
32,63.95652173913043,23,20,0.8695652173913043,-0.09063339978456497,47.83116149902344,0.0015749841695651412,22.576784133911133
33,-32.38418079096046,118,102,0.8561581920903955,-7.848003387451172,25.894153594970703,0.0015402567805722356,15.385079383850098
34,-26.5438596491228,114,100,0.874561403508772,-6.41132926940918,17.77618408203125,0.0015183943323791027,8.230406761169434
35,43.88888888888888,45,40,0.8888888888888888,-2.175006628036499,61.21929931640625,0.001483905827626586,16.28090476989746
36,63.95652173913044,23,20,0.8695652173913043,1.064456582069397,86.68546295166016,0.0014637558488175273,23.754072189331055
37,-3.7526881720430136,93,83,0.8924731182795699,-1.7291104793548584,22.060781478881836,0.0014334766892716289,9.664860725402832
38,-29.301449275362323,115,99,0.8569855072463768,-2.285629987716675,39.68202209472656,0.00141136534512043,13.225631713867188
39,-27.150724637681154,115,102,0.8784927536231885,-1.7567390203475952,42.7264289855957,0.0013920266646891832,13.404809951782227
40,63.95652173913043,23,20,0.8695652173913043,4.276314735412598,74.82023620605469,0.0013713531661778688,19.278902053833008
41,30.27380952380952,56,49,0.8627380952380952,0.4665077328681946,92.65796661376953,0.001351838931441307,15.01602840423584
42,63.95652173913044,23,20,0.8695652173913043,3.7721965312957764,102.68397521972656,0.0013286493485793471,19.95175552368164
43,-3.7526881720430145,93,83,0.8924731182795699,-0.5200130939483643,18.431440353393555,0.001309877960011363,7.30772590637207
44,40.95652173913043,46,40,0.8695652173913043,-0.11560262739658356,46.34683609008789,0.0012852066429331899,11.025328636169434
45,-144.96852646638055,233,206,0.8803147353361945,-3.6368517875671387,12.738197326660156,0.0012689209543168545,8.904854774475098
46,63.95652173913043,23,20,0.8695652173913043,0.6141220331192017,103.25032043457031,0.0012596148299053311,24.435039520263672
47,-26.5438596491228,114,100,0.874561403508772,-4.017228126525879,26.248931884765625,0.0012401760322973132,12.14234447479248
48,63.95652173913043,23,20,0.8695652173913043,-0.0049374899826943874,76.43912506103516,0.0012356404913589358,24.82587242126465
49,63.95652173913044,23,20,0.8695652173913043,0.8214467763900757,98.53588104248047,0.0012145296204835176,15.899042129516602
50,34.95061728395061,54,49,0.8895061728395062,-3.475292682647705,68.48312377929688,0.001262968173250556,25.524150848388672
51,43.88888888888889,45,40,0.8888888888888888,-2.297611713409424,62.30681610107422,0.0012409217888489366,14.896535873413086
52,-139.96035242290748,227,198,0.8703964757709252,-3.0271706581115723,20.4494571685791,0.0012548132799565792,18.329782485961914
53,68.9090909090909,22,20,0.9090909090909091,1.9430118799209595,66.08258056640625,0.00125695054885,13.622406959533691
54,-22.213213213213216,111,99,0.8878678678678679,-2.2827086448669434,32.81903839111328,0.0012476218398660421,8.608548164367676
55,-3.752688172043012,93,83,0.8924731182795699,-0.9978839755058289,23.940746307373047,0.0012319632805883884,6.642516136169434
56,-1.7826086956521734,92,83,0.9021739130434783,-0.6119308471679688,29.296056747436523,0.001216917298734188,6.965748310089111
57,-147.7177304964539,235,206,0.872822695035461,0.03696902468800545,11.886717796325684,0.001210178597830236,4.664724349975586
58,-146.82905982905982,234,204,0.8717094017094017,0.23632703721523285,19.535009384155273,0.0011988524347543716,5.49390172958374
59,-30.652421652421648,117,102,0.8634757834757835,-0.915696382522583,41.58323287963867,0.0011939631076529622,8.354434967041016
60,38.1063829787234,47,40,0.851063829787234,-0.010987854562699795,61.83772277832031,0.0011791583383455873,9.61015796661377
61,32.33333333333332,55,49,0.8733333333333333,-2.2460615634918213,95.0347900390625,0.001169579685665667,12.955093383789062
62,43.888888888888886,45,40,0.8888888888888888,-0.33099862933158875,57.97700881958008,0.0011613519163802266,12.390695571899414
63,43.88888888888888,45,40,0.8888888888888888,-1.2783269882202148,55.700313568115234,0.0011468937154859304,12.588910102844238
64,-27.150724637681158,115,102,0.8784927536231885,-2.3234050273895264,44.679325103759766,0.001140168751589954,9.72201156616211
65,63.95652173913043,23,20,0.8695652173913043,-0.20575359463691711,92.62310028076172,0.00112733559217304,14.911309242248535
