episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,30.845238095238102,56,49,0.868452380952381,64.94656372070312,218.06187438964844,0.0,60.4204216003418
1,27.954022988505756,58,51,0.8595402298850575,-281.8772277832031,3747.525634765625,0.04960130527615547,170.55728149414062
2,-3.7526881720430083,93,83,0.8924731182795699,-165.5207061767578,871.7185668945312,0.044063813984394073,45.77665328979492
3,40.95652173913044,46,40,0.8695652173913043,184.3043670654297,1388.3138427734375,0.04065985605120659,62.343162536621094
4,-31.358974358974365,117,101,0.8564102564102564,-177.5142822265625,1045.5023193359375,0.053980786353349686,130.53512573242188
5,-34.28374655647383,121,106,0.8671625344352617,-137.61297607421875,660.2451171875,0.05647050589323044,101.59886932373047
6,-132.49924585218702,221,196,0.8850075414781298,-688.46484375,12693.384765625,0.07885397970676422,207.1131134033203
7,36.031446540880495,53,48,0.890314465408805,324.3704528808594,5067.228515625,0.11735223978757858,285.5651550292969
8,-147.7177304964539,235,206,0.872822695035461,-648.3197021484375,11854.8125,0.12605752050876617,167.9965362548828
9,25.850574712643677,58,49,0.8385057471264368,330.5828857421875,5356.3583984375,0.13908651471138,208.28585815429688
10,27.26900584795321,57,49,0.8426900584795322,343.2793884277344,5895.20361328125,0.15149542689323425,220.93035888671875
11,26.976608187134502,57,48,0.839766081871345,347.3684997558594,5362.66943359375,0.1566985845565796,180.27186584472656
12,20.66666666666667,62,52,0.8266666666666667,273.2962341308594,3699.93408203125,0.16075341403484344,183.14324951171875
13,63.95652173913044,23,20,0.8695652173913043,357.824951171875,7067.3359375,0.15394002199172974,78.70323181152344
14,23.08888888888889,60,51,0.8308888888888889,209.12188720703125,2099.5419921875,0.14595799148082733,61.11567687988281
15,-7.631578947368411,95,83,0.8736842105263158,13.009984970092773,5.729409694671631,0.13759513199329376,1.6075929403305054
16,59.33333333333334,24,20,0.8333333333333334,243.27159118652344,3788.81884765625,0.13053348660469055,36.84548568725586
17,-7.631578947368411,95,83,0.8736842105263158,-50.61695098876953,85.63375091552734,0.12381719797849655,4.6073150634765625
18,28.54761904761905,56,48,0.8454761904761905,79.59629821777344,327.5248107910156,0.11803368479013443,30.977985382080078
19,-25.555555555555557,114,101,0.8844444444444445,-210.9405975341797,1604.12158203125,0.11292949318885803,41.738136291503906
20,20.827956989247312,62,52,0.8282795698924731,10.151636123657227,6.597053527832031,0.1078842356801033,2.507845878601074
21,-5.702127659574472,94,83,0.8829787234042553,-104.65771484375,352.35821533203125,0.10330399125814438,12.42488956451416
22,63.95652173913044,23,20,0.8695652173913043,202.10574340820312,2355.88134765625,0.09949788451194763,45.7236442565918
23,-5.702127659574472,94,83,0.8829787234042553,-121.20906066894531,465.43328857421875,0.0956524908542633,16.688152313232422
24,38.1063829787234,47,40,0.851063829787234,93.39185333251953,382.1298828125,0.09220946580171585,23.61261749267578
25,20.58064516129032,62,52,0.8258064516129032,-46.13933181762695,100.00786590576172,0.08892956376075745,20.384000778198242
26,-149.08757062146893,236,206,0.8691242937853108,-1038.097412109375,30028.708984375,0.09548069536685944,204.95578002929688
27,-25.78466076696165,113,99,0.8721533923303835,-274.1401672363281,2643.61083984375,0.09304045885801315,64.86030578613281
28,40.95652173913044,46,40,0.8695652173913043,115.928466796875,632.6239013671875,0.09025159478187561,43.797386169433594
29,-5.702127659574472,94,83,0.8829787234042553,-95.87030029296875,298.1178894042969,0.08739212900400162,10.973907470703125
30,30.72619047619048,56,49,0.8672619047619048,62.54683303833008,211.5948944091797,0.08484075963497162,28.931901931762695
31,43.888888888888886,45,40,0.8888888888888888,162.41197204589844,1212.73291015625,0.08284883201122284,57.86476135253906
32,31.509090909090915,55,48,0.8650909090909091,90.69954681396484,395.2236633300781,0.08091104030609131,47.40720748901367
33,-137.12979351032448,226,201,0.8887020648967552,-823.1013793945312,19532.0,0.10208670049905777,365.5090637207031
34,-7.631578947368411,95,83,0.8736842105263158,-57.01689147949219,112.71456146240234,0.09926842898130417,13.337142944335938
35,-7.631578947368411,95,83,0.8736842105263158,-43.71658706665039,65.53424072265625,0.09664793312549591,12.016363143920898
36,40.95652173913044,46,40,0.8695652173913043,194.3654327392578,1699.14306640625,0.09441616386175156,45.422218322753906
37,28.964285714285708,56,48,0.8496428571428571,149.3745880126953,961.0564575195312,0.09274492412805557,64.51293182373047
38,59.33333333333334,24,20,0.8333333333333334,256.95367431640625,3569.080322265625,0.09108968079090118,62.79931640625
39,-135.25112107623318,223,196,0.8774887892376682,-775.2510375976562,16332.0693359375,0.09238868951797485,156.49075317382812
40,36.031446540880495,53,48,0.890314465408805,181.4492950439453,1435.334716796875,0.09172341227531433,99.9517593383789
41,-7.631578947368411,95,83,0.8736842105263158,-25.44961929321289,21.787405014038086,0.08960460126399994,6.634303092956543
42,-28.908045977011497,116,102,0.870919540229885,-121.2311782836914,538.0010986328125,0.08859883248806,87.73060607910156
43,-139.45722713864308,226,196,0.8654277286135693,-764.4584350585938,16358.0009765625,0.11881455034017563,483.451904296875
44,-5.702127659574472,94,83,0.8829787234042553,0.14583222568035126,0.7451145648956299,0.11623656004667282,0.8894845843315125
45,-137.0353982300885,226,202,0.889646017699115,-707.3490600585938,14176.283203125,0.12663160264492035,306.921630859375
46,63.95652173913044,23,20,0.8695652173913043,293.6383972167969,4997.7666015625,0.12663477659225464,140.63648986816406
47,32.842424242424244,55,49,0.8784242424242424,218.3193817138672,2331.597412109375,0.12599888443946838,126.96314239501953
48,-33.08474576271186,118,101,0.8491525423728814,-54.53190231323242,122.52289581298828,0.12351745367050171,18.776897430419922
49,63.95652173913044,23,20,0.8695652173913043,304.24261474609375,5279.51611328125,0.12171069532632828,72.31048583984375
