episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,-9.541666666666657,96,83,0.8645833333333334,-1.0726946979848435,2.595725470432223,0.0,1.125672698020935
1,-36.15555555555555,120,101,0.8384444444444444,1.4424335818221152,0.951674316641208,1.043800511979498e-05,2.151071071624756
2,-42.72486772486772,126,106,0.8327513227513228,-0.4997742437553825,8.195477023798478,1.240289111592574e-05,1.299993634223938
3,40.95652173913044,46,40,0.8695652173913043,0.5126127037626702,16.642338243834605,0.00015786392032168806,11.40333366394043
4,-3.7526881720430083,93,83,0.8924731182795699,-0.378207514504993,0.13770606886062223,0.00013505642709787935,0.2820339798927307
5,63.95652173913044,23,20,0.8695652173913043,0.23095200129318982,52.801081446141716,0.0004372467228677124,19.309574127197266
6,-3.7526881720430083,93,83,0.8924731182795699,-1.339384299408266,1.646236781553009,0.0003863191232085228,1.2513524293899536
7,-5.702127659574472,94,83,0.8829787234042553,-1.6332558382600837,3.0590074273683725,0.0003452797536738217,0.5890441536903381
8,-149.09887005649716,236,206,0.8690112994350282,-2.1747549310189243,58.16788745123085,0.0003116545267403126,1.4460182189941406
9,-7.631578947368411,95,83,0.8736842105263158,-1.1135792835411849,2.0012552068638563,0.000286731927189976,1.2719885110855103
10,35.33333333333334,48,40,0.8333333333333334,-0.09780129748105537,5.829179296757737,0.00026887652347795665,3.4826879501342773
11,59.33333333333334,24,20,0.8333333333333334,1.2969418526627123,50.87558783292252,0.00024964046315290034,1.4719630479812622
12,33.42424242424242,55,49,0.8842424242424243,0.061759243111737305,5.894294899977908,0.00023242032330017537,1.0406513214111328
13,-30.051724137931032,116,100,0.8594827586206897,-0.38948718805295357,5.395819708801291,0.0002173854736611247,0.6160874366760254
14,40.95652173913044,46,40,0.8695652173913043,-0.367232355492888,7.944460876799564,0.00020396875333972275,0.34114837646484375
15,59.33333333333334,24,20,0.8333333333333334,0.47821379493689165,33.74875968484679,0.0006805287557654083,36.74269104003906
