episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,59.33333333333334,24,20,0.8333333333333334,1.5596578623299138,77.37341172994967,0.0,1.858888864517212
1,-139.96035242290748,227,198,0.8703964757709252,-2.285089939367026,54.36020735395411,2.2287007595878094e-05,3.2753853797912598
2,23.316384180790962,59,49,0.8231638418079096,-0.539631615858525,1.7770007685926805,3.057485446333885e-05,2.5628960132598877
3,59.33333333333334,24,20,0.8333333333333334,1.8916143531969283,79.25951319282271,0.0001263723970623687,9.589890480041504
4,-37.18181818181819,121,102,0.8381818181818181,0.1363355766998211,8.613364295398977,0.00011665364581858739,2.5911827087402344
5,-153.1896792189679,239,206,0.8581032078103208,0.43769530719032446,50.5156335925509,0.00010466023377375677,1.7659064531326294
6,-3.7526881720430083,93,83,0.8924731182795699,-0.836523565933021,1.521834603904046,9.266632696380839e-05,0.4911491572856903
7,43.888888888888886,45,40,0.8888888888888888,-0.4902268410369288,5.4822003973539495,8.274450374301523e-05,0.8595036268234253
8,-144.82395382395384,231,200,0.8617604617604617,0.6051382652324264,39.37559853838511,7.663926226086915e-05,1.8190699815750122
9,-3.7526881720430083,93,83,0.8924731182795699,-0.3860818177793135,0.4633019409632924,7.23081684554927e-05,2.1480841636657715
10,59.33333333333334,24,20,0.8333333333333334,0.2840650635480415,35.139467741847874,7.066272519296035e-05,2.428457736968994
11,40.95652173913044,46,40,0.8695652173913043,-0.5551713907188969,5.135151482996321,6.543948984472081e-05,1.071872591972351
12,-139.81578947368422,228,202,0.8818421052631579,0.0638476936430834,35.26203347204496,6.175308953970671e-05,1.5241522789001465
13,-142.6753623188406,230,201,0.8732463768115942,-0.09001390054436342,36.2335334110097,5.8340519899502397e-05,1.3717132806777954
14,25.39080459770115,58,49,0.8339080459770115,-1.5593081625920604,1.3644290685905425,5.530365524464287e-05,1.3129667043685913
15,40.95652173913044,46,40,0.8695652173913043,-0.30149966035969555,5.632335248389097,5.211854659137316e-05,0.8233340382575989
16,63.95652173913044,23,20,0.8695652173913043,0.8882936630398035,43.78847039613834,5.0043432565871626e-05,1.8778690099716187
17,-138.0311111111111,225,196,0.8696888888888888,1.6069364235381727,23.645168124078676,4.8290759878000244e-05,1.5427477359771729
18,-26.860869565217385,115,102,0.8813913043478261,-0.14305907392554218,3.071124081898297,4.798176814801991e-05,2.669623374938965
19,25.735632183908052,58,49,0.8373563218390805,-0.8508490920939948,0.19295687763360547,4.6144938096404076e-05,1.0410948991775513
20,43.888888888888886,45,40,0.8888888888888888,-0.49598246476671193,5.495864448763481,4.412867201608606e-05,0.8434321284294128
21,46.90909090909091,44,40,0.9090909090909091,-0.39895567782514263,6.81392544286698,4.2417679651407525e-05,1.1884883642196655
22,63.95652173913044,23,20,0.8695652173913043,-0.42541152861667797,23.091895442771975,4.0761147829471156e-05,0.5731826424598694
23,43.888888888888886,45,40,0.8888888888888888,-0.883311574376421,2.356811229026789,3.918719812645577e-05,0.6655519008636475
24,40.95652173913044,46,40,0.8695652173913043,-1.1451445866150607,0.5162275941121708,3.774752258323133e-05,0.25761669874191284
25,59.33333333333334,24,20,0.8333333333333334,-0.6104284385219216,3.6940116155124088,3.651242877822369e-05,0.7313811182975769
26,-5.702127659574472,94,83,0.8829787234042553,-1.506365111519699,2.7185734298043895,3.74209885194432e-05,3.1901726722717285
27,38.1063829787234,47,40,0.851063829787234,-1.0583459679110092,0.11652129968837954,3.615018067648634e-05,0.1923583745956421
28,43.888888888888886,45,40,0.8888888888888888,-0.629389092886413,1.7016544655231733,3.498681326163933e-05,0.5630465745925903
29,40.95652173913044,46,40,0.8695652173913043,-0.1608484509806658,2.5201808673567827,3.4083863283740357e-05,0.8139351010322571
30,-7.631578947368411,95,83,0.8736842105263158,-0.22800109947638703,0.3483406988796691,3.3037023968063295e-05,0.3545894920825958
31,-1.782608695652172,92,83,0.9021739130434783,0.06177781447331654,0.03252428052187284,3.204837048542686e-05,0.10795467346906662
32,27.26900584795321,57,49,0.8426900584795322,0.8020999610307626,2.1238250743097957,3.1203977414406836e-05,0.5866184234619141
33,28.26190476190476,56,48,0.8426190476190476,0.6579258549093083,1.3555180048974595,3.0426659577642567e-05,0.6187139749526978
