model,episode_start,utilization_mean,utilization_std_across_seeds,optimality_gap_mean,optimality_gap_std_across_seeds,actor_loss_mean,critic_loss_mean,gradient_variance_mean,gradient_variance_std_across_seeds,gradient_norm_mean,gradient_norm_std_across_seeds
MC,2400,0.9130597564640048,0.002632931982177984,0.09245058815399124,0.002953238414820063,-0.37256763105234125,35.834206316187974,0.0006191079593263053,0.00032991510415366135,5.917501038357615,2.0388995631578797
MC,2600,0.9145511995533594,0.002366698483477303,0.09044156353820033,0.003203841498728804,0.04863108203932639,35.32485521089658,0.0005185404245421028,0.0002826529709105304,5.94438187732175,2.108880581580192
MC,2800,0.9136983766274355,0.003651599304920654,0.09163882236585683,0.004458552177542837,-0.10763286205381155,42.457722719058395,0.0010723521239633068,0.0013203369442318235,7.0543572429856285,3.571870760257981
MC,3000,0.9144800768285961,0.000966690613354901,0.090959971618333,0.0012016907413217837,-0.29415515837632117,47.33144004525244,0.0007161275695179456,0.0005386457429104348,6.433921236880124,2.8435725361071675
MC,3200,0.9135773842598978,0.0024339192033176202,0.09218652627957916,0.0031869155494632186,-0.10446291787922375,39.63758940861374,0.0004470849565695453,0.00023047322814145988,5.20587831775099,1.2838272816216476
MC,3400,0.914954089806862,0.002854952943059901,0.09057395469472602,0.0033904618659296305,-0.1294948595361784,37.13456927312911,0.0004472372288145812,0.00013650114114792402,5.08353747927025,1.0367835131460976
MC,3600,0.9153741147642007,0.0017834069992849573,0.08998256811222427,0.0024118686851042075,-0.10460841859364889,30.72850692804903,0.0003137437593758925,0.0001169671025864916,4.307345641624183,0.7900908611320723
MC,3800,0.9119716551825146,0.0072676816790846616,0.09422017055121705,0.009173395821224766,-0.5090997515637428,73.72595859606564,0.010621788519936625,0.022890556353561093,12.599531409427524,17.04101843967988
MC,4000,0.9072317888093211,0.014780115525975444,0.10023248315123463,0.01867924704771783,0.34922896754369137,37.0638427099511,0.004255816907345385,0.00819959769814347,7.232231101542712,4.779433213083329
MC,4200,0.9131065582109382,0.0025815047449303237,0.09253373041448307,0.002785599487440606,0.08130502183921637,40.94227271611989,0.000953253934989284,0.0008845353655139252,6.5807898848503825,3.162192125417386
MC,4400,0.9119405416737703,0.003917400830277795,0.09421518835642421,0.004659358822474587,0.3080045622419566,29.475852425359186,0.0005744204727233826,0.0006120597881207614,5.703982986483723,2.9729143700063774
MC,4600,0.912124985050362,0.0027164284436013214,0.09369102870320624,0.0028036802189090153,0.6061428039054736,43.34753267722577,0.0007301653104877421,0.0005936437562814744,5.433048150360584,1.6908447510815932
MC,4800,0.9142979236651639,0.0021838678420318153,0.09100500534677639,0.002769089670062241,0.22636868897033854,31.35080020258576,0.000552222033038513,0.00029093426373371083,5.372489357920363,1.8188428208832186
TD_EF,0,0.8966625126397865,0.004084163052597071,0.11243387263785658,0.005326631603173881,-0.6878911604867317,45.12688687467575,0.001266947564930838,0.0002021475805561132,10.949566068418324,1.2574252047568475
TD_EF,200,0.9186559379863679,0.006509605713768543,0.08744290313396672,0.008091530343806585,-0.37198237323155625,39.209444657802585,0.002032458577938036,0.0027598475110704053,6.717832238932139,4.461024109184418
TD_EF,400,0.9200717066056446,0.0040010504125508545,0.0872542750231241,0.004828252919863735,-0.26991388741880656,30.79624155950546,0.00048391338421058944,0.0008653373170893594,2.7366127775677014,0.9694950318325525
TD_EF,600,0.9199049586787744,0.004098593355230561,0.08701970024255778,0.005314538126073842,-0.2466033343279705,27.024406493663786,8.244943292901302e-05,3.7567912069242974e-05,2.1634020322468133,0.35339105637065804
TD_EF,800,0.9230751191051798,0.0028057531772497004,0.0834837410223159,0.0032841519290918047,-0.1928275146572996,26.60258802032471,6.482391578173892e-05,2.5962168021855808e-05,1.9440176783892091,0.19928498460793886
TD_EF,1000,0.9203848737388478,0.0028342437181522796,0.0867041773600776,0.003557335274236104,-0.21516899681597718,24.23713233947754,0.001451370762491924,0.003148099987501973,2.9009039926715197,2.6221578287868614
TD_EF,1200,0.9215361854631103,0.004537177119577577,0.08519079453119291,0.00547741194465261,-0.19738308562262682,23.896148458957672,0.00011374126400277398,0.00015293109424292925,1.9551533519864315,0.7764869368918614
TD_EF,1400,0.9187406966565913,0.0029471944166971817,0.08864529329825954,0.003507708489866196,-0.19405753947097398,25.499356518745422,6.324437948659631e-05,4.393326185196568e-05,1.646960616945289,0.23613671487722068
TD_EF,1600,0.9225662861964926,0.004295416243082521,0.08416312957845486,0.005229641290104378,-0.16137350660492666,23.614736403465272,3.587285803769088e-05,1.5225475516286084e-05,1.5354959031215403,0.3742931233630303
TD_EF,1800,0.9253894870460473,0.003010159174139978,0.08040660130123438,0.003797738369067404,-0.14528808761877005,23.23660302090645,7.06678519654713e-05,3.256920615151925e-05,1.8875141302456613,0.7773873655239298
TD_EF,2000,0.9226397188523059,0.004053876859867984,0.08371928253005187,0.005118396798159524,-0.15498132316126428,21.980779733896256,0.000658908762990897,0.0014037788019427998,2.3125749229001813,1.8958416546295616
TD_EF,2200,0.9204624947965838,0.004024547041848632,0.08644015688813464,0.005050433972325021,-0.18683268730179406,22.42210880494118,0.00022219084153220445,0.0004232833484121214,1.991730340828304,1.077267520437813
TD_EF,2400,0.9192281021729076,0.002522604926934481,0.08800575545466492,0.0030432325728477917,-0.16787890566169517,22.60111818575859,0.0004564533801703705,0.0006257514169217785,2.2090237529731818,1.257715500506174
TD_EF,2600,0.921463492727586,0.005982529581662447,0.08525082029790168,0.007540768652819479,-0.15573334918473847,22.189723429441454,0.00014828633829074058,0.00026650214226960555,1.4679270780745428,0.3145474415441762
TD_EF,2800,0.9219099817035993,0.004597236879437077,0.0847717941455357,0.005803107063748024,-0.1220890099403041,21.720947739362717,2.7041955164349925e-05,1.2136029494141648e-05,1.339420213277219,0.29603010451709433
TD_EF,3000,0.9199380133146041,0.0028816531845650656,0.08719511116096493,0.0036164570297538947,-0.1398822163704317,21.701810586452485,2.4584675232290465e-05,5.721644319872075e-06,1.2651241783616132,0.10386858806641679
TD_EF,3200,0.9188751296622761,0.00339809321220621,0.08871242900586533,0.004457873318975705,-0.19145138424483593,22.16246894979477,2.0374010815430665e-05,6.958615882608472e-06,1.2082092958479187,0.1853352288268229
TD_EF,3400,0.9210372880972099,0.005636279719978916,0.08605804528776473,0.006750481520937041,-0.18135632379274463,22.283005692481993,0.00019914978011637856,0.00036399087228362106,1.4043777651498095,0.3757595890320201
TD_EF,3600,0.9207776538185627,0.003162921550568762,0.08628470811020575,0.004118450696143748,-0.19910649260581706,22.833668189525604,5.190936226971863e-05,7.781919633699384e-05,1.4061323593767594,0.6738047068602947
TD_EF,3800,0.9217604918241497,0.0016539794960789048,0.08505944795949749,0.002052521539633364,-0.1388437912981026,21.522181040287016,4.063938304897918e-05,3.3818210499285524e-05,1.1283778168354766,0.15181933469882697
TD_EF,4000,0.9195855582020552,0.0036206644882448074,0.0876244376878384,0.004632533707697082,-0.12391397658716233,22.420330232143403,0.0001894338985512076,0.0002524418724651619,1.867514161930303,0.970957087316507
TD_EF,4200,0.9222533500010881,0.0045490775179031235,0.08452160537095663,0.005827606923445691,-0.1613719936175621,21.61124850511551,0.0003927096064307853,0.0007213000256799555,1.3242207385362126,0.21220948668930606
TD_EF,4400,0.9200617431340538,0.003694821998756445,0.08734726818731642,0.004579940453888675,-0.11428962111912551,24.648013499736788,1.6990436288779167e-05,5.580045985440553e-06,1.2151540725394152,0.23967025874583947
TD_EF,4600,0.9209374968921464,0.0027474474563395374,0.08595319800120478,0.003466186104899914,-0.1632161963312101,22.780536748886107,1.8883869495766703e-05,3.949333500703457e-06,1.1524794594284613,0.0625890099941519
TD_EF,4800,0.9214962196751989,0.0028490765990868134,0.08517615358970823,0.00357792872575792,-0.03546444718628481,28.34064433646202,2.5764753429029953e-05,1.1014471743593982e-05,1.2966964516511652,0.3084654544205752
