model,seed,window,utilization_mean,utilization_std,optimality_gap_mean,optimality_gap_std,actor_loss_mean,critic_loss_mean,gradient_variance_mean,gradient_variance_std,gradient_norm_mean,gradient_norm_std,episode_start,episode_end
MC,1,12,0.9115159550198392,0.029925212640988907,0.09357598902275244,0.04085793945629059,-0.12827719569206222,47.84573035113513,0.0009205295547143964,0.00023493282195354194,9.01231857676059,8.455876131092039,2400,2599
MC,1,13,0.9174002636084657,0.026785000875922532,0.08607436124853617,0.036253654735806475,-1.0916885958611966,27.556914520561694,0.00058703063419666,0.00011408139514369569,6.848602255806327,6.542424525862764,2600,2799
MC,1,14,0.9111806702566689,0.029749994198986496,0.09436081064705143,0.04007424608192897,-0.2570091169700027,38.66495787419379,0.0008167390475864029,0.00017969767688381051,8.317069914340973,10.235683931509522,2800,2999
MC,1,15,0.9130160835203844,0.029985556433258957,0.09265180434287848,0.03999201668907984,-0.9532346874475479,64.89514058604837,0.001606401996687005,0.0003680782061543261,11.085965762138366,10.733552493510182,3000,3199
MC,1,16,0.9096456164521415,0.02892936483473777,0.09721181534037154,0.038318939947884864,0.03660346180200577,41.999673110544684,0.0005950593197484931,0.00015981554423702627,6.218989085480571,6.820630555049314,3200,3399
MC,1,17,0.915296621074034,0.030658711441160055,0.09006475356344738,0.04019053409574283,-0.37940484553575504,30.468894461989404,0.0004763105494202545,7.260361327007828e-05,5.485610573794693,6.240367569451803,3400,3599
MC,1,18,0.9136485890032171,0.03021069504137717,0.09177521445549579,0.04031253544601846,-0.4410073444992305,26.88491824876517,0.00038429387896025594,8.528409778486532e-05,4.976993561759591,6.001472559646592,3600,3799
MC,1,19,0.913656640979195,0.03140368107749105,0.09203051182014915,0.0414060661980613,0.2307602890580894,35.699719002842905,0.0005562261886370335,0.00022809491906130536,6.616526554636657,7.53086218545215,3800,3999
MC,1,20,0.9131560028442351,0.037314336242925954,0.09319881373581751,0.048717158244654515,-1.3366601881757378,38.793249839544295,0.0017003674281294884,0.0011709735610816601,10.269840737208725,14.562800423436265,4000,4199
MC,1,21,0.9143841933694555,0.03812468577437726,0.09126345963828414,0.05037547465174141,-1.0470959510933608,26.279001294709744,0.000805932965158671,0.0006081483286865117,6.519449542239308,6.505147753121254,4200,4399
MC,1,22,0.9168670629735659,0.03726892014119366,0.08839615793495513,0.0484789422245606,-0.4850876498129219,18.015563054606318,0.000335590192116747,0.00017010306832030916,4.224139719642698,5.5850437675771065,4400,4599
MC,1,23,0.9142888885943776,0.037434888448696774,0.09216088958488708,0.04836004338005445,-0.5872482193494215,19.692802468650044,0.0001268458913909425,2.626099351413566e-05,3.1429838522523643,2.991297275841753,4600,4799
MC,1,24,0.9152324836368197,0.04088296111054035,0.09064081786443089,0.05329839229423084,-0.5547022590436973,28.1888237702474,0.0003085861540238944,8.370506902528615e-05,4.4007340423017745,5.963885589933287,4800,4999
MC,2,0,0.8607072789648899,0.02593512480147189,0.15808229674203098,0.03670868181461956,1.9997621311247349,1382.0370920944215,0.07790746565093282,0.07331804822039317,46.72559330046177,65.17474731159554,0,199
MC,2,1,0.8763733494594167,0.03197635827511652,0.1388057964724302,0.04414588813302119,2.0447780680656433,129.73782366096972,0.009660014727851324,0.0062175271080307844,31.171771586984395,39.16777151357779,200,399
MC,2,2,0.8915968530179106,0.041054759899912245,0.1200742816719754,0.05698002046472628,-0.013261032700538671,101.46131744593382,0.029274572967551597,0.007825737651297002,41.90352895915508,48.71983687654562,400,599
MC,2,3,0.8983675040299945,0.038010798548023396,0.11025459416925443,0.052680532580825966,-0.24880734071135513,65.95663715332746,0.010585846039466511,0.0025646773762840708,27.57079860970378,29.719323345539504,600,799
MC,2,4,0.9062483093918051,0.03505016731188189,0.10077926676466081,0.04737772556990529,0.8307345838099718,46.87944810986519,0.006817210994195145,0.0019726197472556824,19.175738964676857,23.412287341651947,800,999
MC,2,5,0.9044414386300117,0.03782751715210673,0.10340812173203595,0.051104475581288,-1.5780802059173584,71.56437866285444,0.009584233004134097,0.0036878663381047384,29.694338127672673,40.616418348140165,1000,1199
MC,2,6,0.9082879601835019,0.03424178476039138,0.09829392015080264,0.04587009811524193,-0.4992152202874424,46.75915926747024,0.011198710994794915,0.005578177206904455,19.576140488684178,23.072544290751456,1200,1399
MC,2,7,0.8995125765178967,0.03130559519468094,0.1093309285145734,0.04182685332261555,-0.4507540111523122,48.9240703407675,0.0037051632686051976,0.0007603238747719378,16.65615872219205,19.48946928193407,1400,1599
MC,2,8,0.911767330049801,0.03136416928350698,0.09396830854073097,0.041677605979921775,1.2557134418189524,77.3736182436347,0.004334890102036249,0.0009056088626320114,16.6687111261487,21.31947008507137,1600,1799
MC,2,9,0.9049527412292114,0.02729905595845167,0.10082777638143922,0.03749062854148562,1.031768854856491,55.458916502594946,0.0031850551755632723,0.0013957176339717333,12.20916891783476,14.933616003904042,1800,1999
MC,2,10,0.9106004018724971,0.03177826408147884,0.09577550651271169,0.04210478499370122,-0.2548241265304387,34.87897947587073,0.0011518424301174945,0.00038984029641505317,8.264157001674175,8.930139088969037,2000,2199
MC,2,11,0.9134036883413786,0.030156302599903834,0.09122146689061576,0.040771595323565876,-0.3316097113117577,59.45360734008253,0.001306919592607249,0.0006709914452789953,10.714294640049339,12.31947369237364,2200,2399
MC,2,12,0.9104595070620433,0.031110617674500702,0.09533860142903772,0.04205775769400188,-0.17853758464334535,35.564441050440074,0.0010165337349462265,0.0005694585732835209,6.890657396540046,9.22437839596866,2400,2599
MC,2,13,0.9128988501688542,0.029874015230277877,0.09288780534513058,0.03991933704536428,0.5397806662879885,25.817353348936887,0.0004942451797978235,0.00025043279432266887,4.729832090958953,4.335314113501558,2600,2799
MC,2,14,0.9146662400863319,0.03269354143870763,0.09093887056528556,0.04306261464383493,0.004194917902350479,38.08563974693418,0.000408447968802595,0.00013134847512879646,5.402790715261363,6.075656916965085,2800,2999
MC,2,15,0.9152370734829154,0.033547571369677405,0.08968669718095339,0.04472060202672962,0.27363541768863797,43.557498264461756,0.000675706946858502,0.0002122739770197501,6.812155207842588,7.954188461502973,3000,3199
MC,2,16,0.9133995923727598,0.031663090143354965,0.09279081397901726,0.041544882878582136,-0.30766592066735016,46.93921017739922,0.000292816468936457,0.00013641254042671679,5.485586457364261,6.005756459955513,3200,3399
MC,2,17,0.9120959344367612,0.031210960352055176,0.09417542205630303,0.0414467241233369,0.6997241232171655,52.16055345825851,0.000526158249485839,0.0001367521948141495,5.477350215315819,7.001153436134737,3400,3599
MC,2,18,0.9135269655373357,0.03455204928922951,0.0929663844263464,0.044840594035500475,0.504166717759799,29.834791703522207,0.000318402165939864,0.00012753505490791862,3.9700613294541838,5.472584976377212,3600,3799
MC,2,19,0.9149308058311831,0.0342410616494556,0.09024129746752703,0.04552089247776401,-0.21757746934890754,29.865098809227348,0.00024120887563181177,0.00012200862574063043,3.7161716278363017,4.983544619205428,3800,3999
MC,2,20,0.9132958702977912,0.03279022857844716,0.0927420779767994,0.043308692469283476,0.30240308031439794,58.043559447824954,0.0003065426158718295,0.00014939197943397895,4.929902285598218,6.128477427555421,4000,4199
MC,2,21,0.9131504559462884,0.03048996382283115,0.0930176924234203,0.03995133869327126,-0.09280281350016593,45.13718981668353,0.00041373494983412646,0.00020049611634015543,4.404180083256215,5.755939594075561,4200,4399
MC,2,22,0.9141888200667316,0.031552081728452426,0.09148056401178836,0.041604236066790784,0.13727176686748868,25.92754935018718,0.0001641242409822987,5.6130264582994016e-05,3.466024174243212,4.366985242767051,4400,4599
MC,2,23,0.9139645953845141,0.029573520233025386,0.09140743591181912,0.03949926670332136,1.5472108713301713,38.44271839737892,0.00045859969643055804,0.00015373362924031467,4.96177836984396,7.585786248869154,4600,4799
MC,2,24,0.9169207551587722,0.030323951881823324,0.0873061254235555,0.040299734091005124,0.3392413154337555,30.117096775732936,0.000781849787672349,0.0003991907080951932,5.609270496238023,9.309594527880543,4800,4999
MC,3,0,0.8645003813619359,0.02212734791443492,0.15292582907564214,0.03081586005715831,-3.3989967831815995,1046.3267005874607,0.08576616450678552,0.06275371565229836,56.84609669089318,72.79885107073943,0,199
MC,3,1,0.8880249496483431,0.020882897253653256,0.12280453526872785,0.027746730521544655,0.5119214017925743,198.977985639685,0.005599719425663301,0.001566904744519154,20.97357608921826,23.796497238664838,200,399
MC,3,2,0.9111705644970906,0.03190698734431145,0.09472376912246963,0.042804821587180755,-1.306663252787674,77.54960296405947,0.004321117609506424,0.0019225825972322614,15.076291389018298,17.095354437079777,400,599
MC,3,3,0.91412664958357,0.03329678818083972,0.09157787213023137,0.04375795000650253,-0.6648492715485209,128.9587770012903,0.0017500392257351865,0.000955470832212644,12.019840214923024,13.579618273944725,600,799
MC,3,4,0.9138569930969365,0.03201583617540843,0.09134194078800299,0.04273157344054728,0.22780224031640767,82.95890914587815,0.0017187952471430833,0.0008744397614679387,10.250866715572775,13.196740827344781,800,999
MC,3,5,0.9164766941912355,0.035213608373930665,0.08873409745210066,0.04629445058004351,-2.419657463606997,91.2707585632275,0.005946007856400637,0.0022175510912169115,17.376549490988253,25.871290530288842,1000,1199
MC,3,6,0.9149567872940457,0.03428293981301902,0.09037266254551829,0.04541604992265184,-1.4036415031401384,47.867623173267745,0.001955632488825304,0.0005395869340728768,9.309901480302214,12.693978551871094,1200,1399
MC,3,7,0.9162833221874347,0.0316561315755656,0.08890728928842233,0.04172362698527157,0.806339497001126,43.71349831376185,0.004616991571965577,0.0027183286686815757,11.878022798448802,27.61859104047882,1400,1599
MC,3,8,0.9124418417459416,0.02877956191056039,0.09327826477188055,0.03863869219147935,-1.0618253784918044,51.298505079312015,0.007817754739080508,0.006631177131667122,10.224852879717947,34.668652270499315,1600,1799
MC,3,9,0.9137830636967449,0.02976474768446384,0.09151059142392254,0.039890736917162085,0.2905636074410577,69.84472732875275,0.001640441877534564,0.0036708585628094266,7.649656948149204,9.503844858387678,1800,1999
MC,3,10,0.9151590533167336,0.03745503414961929,0.09089698617292621,0.04864025313740166,-0.34016190041943,29.490599817872035,0.0006375309517170046,0.0004907730246601228,4.488260698784143,4.7136200039765335,2000,2199
MC,3,11,0.9132112121006444,0.037964119864841925,0.09345058139880669,0.049218779722643755,-0.8308116926419201,21.2398840255071,0.00012720479899139953,2.9236891213133713e-05,2.9291676530241966,3.376473512578181,2200,2399
MC,3,12,0.9138213505236301,0.034925486602213326,0.09269624759367127,0.04519599902024785,1.5301539573033154,75.90697523793607,0.0005975973248131985,0.00032769065019212085,6.272546233609319,8.519171576367597,2400,2599
MC,3,13,0.9148492159047764,0.04088492555382343,0.09156183435027923,0.05303295622975732,-1.8792652999298856,85.84249936257191,0.000410512552116369,0.00033605789915482694,5.378445186791941,8.187349980599608,2600,2799
MC,3,14,0.9169845270472301,0.04245677347964851,0.08846151373180304,0.05520370871669168,-0.6246584011491259,16.811707652527144,0.00040293403686515045,0.0003874408594354658,3.2448042453080417,3.146453916792178,2800,2999
MC,3,15,0.9167867329844701,0.04310496060726683,0.08914844621135266,0.05570030562011209,-0.6751903747994527,21.78342413190493,0.00014656621930038958,2.6141704810397073e-05,3.3132918544113634,3.7374022322528955,3000,3199
MC,3,16,0.9101249543940102,0.04258206137526303,0.09783437994020469,0.054864373423627745,-1.1245910048525964,17.34038829055104,0.00010972411484541487,2.144153670358239e-05,2.8477611983940005,3.042214264619261,3200,3399
MC,3,17,0.9185665868055356,0.04085009229781842,0.0860990274129738,0.05334865641618998,-0.07729688401706625,17.535286351707132,0.00010414523920186665,2.319012140585067e-05,2.5737527379766107,3.0941012439904454,3400,3599
MC,3,18,0.9134622668149014,0.03786823606476675,0.09341680850147993,0.04891504751817026,-1.2427673757654096,156.4507679900033,0.0004667517108827704,0.00043365951224007905,7.203632943592965,10.79274996562631,3600,3799
MC,3,19,0.9122740864776837,0.03770330277153722,0.0942615913758397,0.04961575489575756,0.8190379136033716,34.625230389613705,0.000753563841171804,0.0006111110087989591,4.664611111674458,5.171476193109076,3800,3999
MC,3,20,0.9144988078099491,0.03745922406919714,0.09146751208163559,0.04906347698663906,0.4116899960934073,19.691553253437434,0.0002421367749775041,0.00010189935299854898,3.134314807616174,3.921046835245595,4000,4199
MC,3,21,0.9158585845067572,0.037700563312842196,0.08972503573811183,0.04920308874743958,0.9986142252826075,48.27715858434943,0.000215174035656627,6.407571966636747e-05,4.0234973808564245,5.684962128528651,4200,4399
MC,3,22,0.9175067482140947,0.04234173390949648,0.08819820758932816,0.05469293443200366,-1.9663012900797738,93.35875310874445,0.0004888764945644125,0.00020724460141836648,4.513729898352176,6.834805175516567,4400,4599
MC,3,23,0.9187764102877404,0.03963993903733269,0.08639327173542638,0.051297401430181785,-0.07652425321270974,9.497209077872094,9.262189030775907e-05,3.4510778912844576e-05,2.1618379781581463,2.9429845248090793,4600,4799
MC,3,24,0.9177399346311276,0.03813508429701557,0.08797592985691577,0.04908795293112968,0.01201808894472954,15.712246156063838,0.0002698433597651815,0.00035259453298305035,3.712769592050463,10.059048151069614,4800,4999
MC,4,0,0.8501955269614375,0.024213051134004265,0.17318094339182796,0.03232728338348609,11.180680230855941,1516.3553411984444,0.12099984196014699,0.11105087509465328,68.5293637573719,76.60077413515263,0,199
MC,4,1,0.8431303316124032,0.028821154240812913,0.18278317908065336,0.039004731946270216,4.629032693933696,225.68851175554096,0.016875518606975625,0.0057861993524490635,30.99201732710004,40.859668293748356,200,399
MC,4,2,0.8700393611849786,0.032096299717144734,0.1469454987409509,0.04477193913549496,3.2198534451425074,76.42769643500448,0.017300588246434878,0.00783519185432815,25.251383190006017,39.95756526854336,400,599
MC,4,3,0.8717476282260337,0.038047946729535216,0.1449514409877706,0.05443495914307894,2.014374468103051,77.5084867079556,0.008681610894855063,0.004186545488383072,22.616033797264098,31.429290106687613,600,799
MC,4,4,0.8901091545249676,0.03401105286568447,0.12119481137747604,0.04676640481116569,-0.43721366584300997,63.94078557610512,0.0050703216739929734,0.0019246465649874582,18.6397154186666,20.105139743582264,800,999
MC,4,5,0.8789873266793715,0.03473444962758878,0.13504534715813593,0.0483788955604939,2.010889256000519,107.55422745496034,0.004915884467773087,0.0010021790938408942,20.904425039291382,22.538910427988426,1000,1199
MC,4,6,0.8961831395102946,0.03857057203903721,0.1137463547594338,0.052264070276933285,-0.5094102805852891,59.84467265963554,0.004236223573097912,0.0010399491629943902,16.369611100256442,15.901046147292393,1200,1399
MC,4,7,0.9066596595988399,0.03695944283501898,0.10070307965705487,0.04949720392899012,-1.4125898383930326,44.1044500631094,0.0023974074987926967,0.00039364292138770147,11.846939282566309,14.859868854710358,1400,1599
MC,4,8,0.9124104113568646,0.03343331715758501,0.09348367034992082,0.04441727320901278,0.24855121850967396,54.07774602994323,0.0015776734409154842,0.0004153701642519485,10.476077892333269,12.12560947208372,1600,1799
MC,4,9,0.9171497096619323,0.03208470720382189,0.08728133047868811,0.04262195427961668,-0.41116229936946197,25.47895885758102,0.0012632427885545855,0.0007952005138938467,7.299828421100974,13.421039364837004,1800,1999
MC,4,10,0.917131299714063,0.02889293373390579,0.08647139353441352,0.039045941209118404,0.4150920854508878,76.39767443418503,0.001410957660700608,0.0007277378004587529,8.219852126389743,10.569683163015865,2000,2199
MC,4,11,0.9110657698220946,0.0320533406815092,0.09524785011111962,0.042804471728989685,0.8425279528647662,105.3174861934781,0.0008326573981320925,0.00020850428611699434,8.140542281270028,8.3333618274389,2200,2399
MC,4,12,0.912558659656009,0.031847535837413725,0.09375087764813028,0.04193801826728607,-0.054062293022871015,25.31793440081179,0.0003057258079206295,0.0001316412125268094,4.15448949739337,4.317359855077876,2400,2599
MC,4,13,0.9166289145397505,0.033723743149204906,0.08837064461330434,0.04438348748707721,0.12141204848885528,25.10615968696773,0.00021556764702831548,2.6261964198556617e-05,3.8740942910686136,4.597859269541645,2600,2799
MC,4,14,0.9179117316973108,0.03483952370061842,0.08672235011977801,0.04574910797815586,-0.5551945163309575,48.87746594429016,0.00039233100098494747,9.801724913729208e-05,4.986353325843811,6.08157139209649,2800,2999
MC,4,15,0.9152600064561723,0.03472711095421639,0.0902011554314346,0.04557707663869821,-0.38233915192075074,44.29302842788398,0.000412164185545359,0.00019983250664262466,4.649141979105771,6.796748655920508,3000,3199
MC,4,16,0.9161728356360436,0.03569404780587364,0.08918274344709846,0.04689329427552393,-0.15642823461443173,19.962192639559508,0.0001648376011143595,3.1877879210080506e-05,3.2292016665264964,3.5715476411693956,3200,3399
MC,4,17,0.9195166204236171,0.036599850163122345,0.08523944092672985,0.04749447939934542,-0.4830420883232729,37.78999733917415,0.00026655290130289135,0.00015634004468746937,3.8767782755196096,5.3202005531446135,3400,3599
MC,4,18,0.9153879806551279,0.03496260253761258,0.08992646809159047,0.046050104305010345,-0.0010770813375711975,38.58426909416914,0.00023948610691146657,0.00014179369251721775,3.861205945611,5.144376726875536,3600,3799
MC,4,19,0.9181274370479281,0.034085858670447326,0.08638807540805743,0.044946077153564724,0.1184731252398342,27.134326664507388,0.00021124216611492002,7.375836734747043e-05,4.031173669612035,5.312233663350739,3800,3999
MC,4,20,0.917112944443589,0.0326618133490521,0.08731508529421207,0.04335855604481938,0.44634571818634866,24.125220568068325,0.00019601101848815724,9.161287622100395e-05,3.1364004968106745,3.952233173839112,4000,4199
MC,4,21,0.9108064457696323,0.026331084578584157,0.09511532897646653,0.03460656968934815,1.6410462466999889,75.1503472130373,0.000784619268306364,0.0005040274411982686,5.885366014353931,10.49415802466052,4200,4399
MC,4,22,0.9089381101170548,0.027834936014616247,0.09739449951211811,0.037424589553627666,1.1818211379647254,46.78081268958747,0.00049404634963134,8.389623241582718e-05,5.5986232903040944,6.30013507749474,4400,4599
MC,4,23,0.9075279757515502,0.026802035212879594,0.0985180312475198,0.035729602357409365,1.8581629151850938,103.847807931602,0.001353965748567087,0.0008354214718267634,7.576845303811133,12.73279055588895,4600,4799
MC,4,24,0.9125605902116485,0.030529478957696057,0.09312314872132049,0.04095592965027253,0.4617417270410805,15.603059347085654,0.00017379989636533768,5.079079795640474e-05,2.789302923930809,3.530150663087733,4800,4999
MC,5,0,0.8596813441864181,0.023661357814098942,0.15955355754450878,0.03189966022806465,-5.241003809207999,1546.4015025815468,0.11019403405021873,0.08251911634796479,60.153250242769715,83.33728055771911,0,199
MC,5,1,0.8749727056291539,0.03176084392226438,0.13951883463358242,0.04464524867693575,2.87037707715023,92.27547482156662,0.0072760902438312285,0.0010958755055154067,24.64371555864811,26.58053847022437,200,399
MC,5,2,0.8971663084246146,0.038978688188543956,0.11292464774377212,0.05246135934637046,0.13873571511547425,124.56481613296204,0.04621584333013739,0.027618079251242652,52.45367397919297,79.76905584001003,400,599
MC,5,3,0.8976185243639155,0.024811268006930964,0.11097577360601552,0.03242562026772124,0.902016524009247,76.12709644231217,0.015444545455975409,0.020061910941698534,19.138743385076523,23.242901700958864,600,799
MC,5,4,0.8922658157295256,0.021395828313842614,0.11652295856801244,0.028763188493006953,1.0716272690422965,64.45694830205947,0.002794984144275024,0.002232275147516218,11.254586317762733,11.947959562454649,800,999
MC,5,5,0.9017802961466208,0.024712068279151615,0.10594212623913019,0.03349625126124809,0.537100673640063,60.417319498793596,0.0013329917349619285,0.00024312419716257226,9.376321117840707,10.667216376326683,1000,1199
MC,5,6,0.9052337758104337,0.026584270761592744,0.10174543409222422,0.03593226115192597,0.22561969978862859,138.28474898221825,0.0031373493565478826,0.0014471899550260675,14.368724263980985,20.358003026503457,1200,1399
MC,5,7,0.9100770543183253,0.03130812542706945,0.09626374736128328,0.041865065593200794,-0.548716323458999,32.95284493389232,0.0015772557567106098,0.0014964833755532986,7.334988254755736,8.082778078898011,1400,1599
MC,5,8,0.916811226026285,0.02848502910116264,0.08751116860982262,0.03790438362108599,0.7382773485741427,41.6613380533895,0.00047533905075392404,0.00020045967456598662,7.017893664017319,8.408849942517172,1600,1799
MC,5,9,0.9141246065268388,0.03162239552372317,0.09122477762265532,0.041800289829019135,-0.844221669963097,72.48189838848133,0.0009949351425165764,0.00026101787039021026,8.147040655314923,9.063760261276606,1800,1999
MC,5,10,0.9166382458969424,0.033906658847563574,0.08747492046828909,0.045405004386519315,-0.5050412152523367,18.77078712715517,0.0005003903281612545,0.0002993065648115921,4.590371417850256,4.6152860692748465,2000,2199
MC,5,11,0.9140010126589908,0.028662262589974993,0.09142683571062969,0.0377372862709529,0.07856011305383555,25.779083872441756,0.000599721040489336,0.0002619721204088384,6.362442271597684,9.26752681978719,2200,2399
MC,5,12,0.9115083298925667,0.029776323489465253,0.09400255764017328,0.039778047034140264,0.23043514570781085,122.56445544821608,0.0020024819372337767,0.0010160878283100104,10.626632220894098,13.832518623791737,2400,2599
MC,5,13,0.9115577391038668,0.03510372053037778,0.09468504745844795,0.046660286203722895,0.32421164734230407,22.615636657544577,0.000508041577777424,0.00018284233661161473,5.4959656273201105,7.372858940705994,2600,2799
MC,5,14,0.91301427148936,0.033734486151004814,0.0925436306508175,0.04507533542198357,0.8825837011810487,20.546251356070364,0.000262062145120533,5.111568284413209e-05,4.635405495017767,4.575233180721597,2800,2999
MC,5,15,0.9206967286382031,0.03173865369214698,0.08278976144493923,0.04189314566112765,-0.3018319635233116,17.13531433502815,0.000240450459132209,6.782502654910238e-05,4.126090437397361,4.686813254286954,3000,3199
MC,5,16,0.9176434898001697,0.03117798846386215,0.08710076586390118,0.0410063751900859,-0.7074237520769467,43.0708855597811,0.0003508278934168125,9.534753815604269e-05,5.759856228055432,6.939767055743193,3200,3399
MC,5,17,0.9116169576626951,0.031713970139977316,0.09461749192411036,0.04211132162574829,0.6123812575179144,73.96535893834131,0.0013523438884294095,0.0004773571143131103,8.71859214231372,12.23666852977898,3400,3599
MC,5,18,0.9160688413795682,0.02937150350989547,0.08806836537031595,0.039502005026650945,0.8240046396142742,21.946266453716948,0.0005022225319407389,0.0002825861266284368,4.467964281942695,5.579055947065651,3600,3799
MC,5,19,0.9142265596499215,0.03132745393998222,0.09065748171105416,0.04199413688861069,0.7681408363222854,28.33128266172047,0.000470334908095486,0.00018038520418871314,5.802092963475734,7.373774431243957,3800,3999
MC,5,20,0.9116294241359042,0.03195217609973449,0.09430658055082473,0.04244590110691158,1.4066016644844914,34.60816943428265,0.0004995676878024341,0.000197695971508997,6.1220858573168515,8.316826191868081,4000,4199
MC,5,21,0.9137357749417363,0.030955431396037326,0.09106922130968748,0.04142347222443685,0.6217238427262451,53.45279331480762,0.001825229319510931,0.0007886167509707046,10.567454054430128,14.297433174793706,4200,4399
MC,5,22,0.9145636968014701,0.034259714274535946,0.09132061562363751,0.04488656621484252,0.12256096034769445,26.988847263096467,0.0006734749597671425,0.0004495647408770603,4.888097798898816,6.369450473897708,4400,4599
MC,5,23,0.9152900543330397,0.034633918968467355,0.09007959257627751,0.045564969159570735,-0.15042235619872846,33.428256647073844,0.0003958716071792395,0.00010485087852244282,5.162053367681802,6.067386456338915,4600,4799
MC,5,24,0.9121682699266132,0.03622850230843929,0.09405142246481249,0.0479390062451902,0.038596486835527494,16.121772724888547,0.0002263370816217025,3.1330583893166076e-05,3.6069818542897703,4.564398703216323,4800,4999
MC,7,0,0.8589571641084244,0.02118400433770032,0.16082584502229788,0.02705913987965311,14.147660890519619,1542.5934598594904,0.08488853792194272,0.09245322948758249,48.7735172572732,65.69127951694053,0,199
MC,7,1,0.8671082353726663,0.024269757309567496,0.14871477995677035,0.031751183110801315,5.278341026082635,191.44747841864825,0.011856339154764962,0.0029322181047546003,29.723991346955298,33.263755981749,200,399
MC,7,2,0.9048287178735249,0.025377780921227812,0.10218335753886086,0.033304561325199836,1.2056028202176094,103.89963307082652,0.0068711055442690315,0.0036554686281748384,18.80535669475794,19.615414022010565,400,599
MC,7,3,0.9105372869492385,0.030033256675601343,0.09538939199123808,0.04051913414366027,0.16944608668796732,69.84427217662335,0.0022292850178200255,0.0005883225515889977,12.314178352691233,14.266467528155115,600,799
MC,7,4,0.9160199729135817,0.029837880913393646,0.08926403191466985,0.03897440662772706,-0.6541050253808498,86.42644164294005,0.0021496836253208553,0.0009347057019965193,11.412306176424027,13.273481840773034,800,999
MC,7,5,0.9115319529499165,0.031808769788815736,0.09476099730615482,0.04229421840372222,-1.3373001009225844,101.62577260434628,0.0036336625722469284,0.002210348769388105,18.90220741599798,21.193709102654505,1000,1199
MC,7,6,0.9086252928481913,0.025977296956452303,0.09697951297227128,0.03520559961168326,-0.3363566068559888,66.43975383549929,0.002445489679230329,0.0018002416521774969,10.909511002600192,9.94992446246883,1200,1399
MC,7,7,0.912630751302629,0.027202747270101118,0.09253356041803729,0.03674589388635197,-0.0631082781776787,52.61268614038825,0.0009157849353504804,0.00021465919848968396,9.001243435889483,7.623741047036157,1400,1599
MC,7,8,0.9177286109797366,0.03201537418765909,0.08676095870526619,0.042197361778171266,0.38119706079363835,67.11273782491683,0.001022652686806345,0.00032994943268808876,10.507735978476703,11.762593575737583,1600,1799
MC,7,9,0.9148257925894012,0.030722325026920294,0.09002880776381045,0.0407987261168235,0.7115720446407794,64.85335272967815,0.0013526599366741254,0.0008116443566281181,8.239970256090164,8.030002134337645,1800,1999
