episode,reward,bins,optimal_bins,utilization,actor_loss,critic_loss,gradient_variance,gradient_norm
0,28.54761904761905,56,48,0.8454761904761905,0.6293732268095482,17.197933415370883,0.0,4.843293190002441
1,59.33333333333334,24,20,0.8333333333333334,-0.23771593533456326,21.2799781869644,4.289354183129035e-05,2.019143581390381
2,33.42424242424242,55,49,0.8842424242424243,-4.013186944182962,13.225848520185536,4.72743486170657e-05,2.8619449138641357
3,23.632183908045974,58,48,0.8163218390804597,-2.568711728177732,5.9348986020054895,4.269740384188481e-05,1.4321930408477783
4,-7.631578947368411,95,83,0.8736842105263158,-0.8151441262725712,1.8273329840096202,3.826374450000003e-05,1.1180247068405151
5,-24.00595238095238,112,99,0.8799404761904762,0.13221297411564592,2.506251501600661,3.355756780365482e-05,0.6817028522491455
6,63.95652173913044,23,20,0.8695652173913043,1.910098416992696,92.43413320135836,0.0003328758175484836,19.955284118652344
7,-35.99453551912569,122,106,0.8600546448087432,0.810883901903253,2.839867842937089,0.00029832194559276104,0.8409513831138611
8,-7.631578947368411,95,83,0.8736842105263158,0.27907490220059117,0.05668396896090567,0.000267884781351313,0.5030034780502319
9,-21.660660660660653,111,100,0.8933933933933934,0.19336712809490564,1.4270042743706757,0.00024359671806450933,0.45711585879325867
10,40.95652173913044,46,40,0.8695652173913043,0.29380294274233165,13.612066628286888,0.00022592407185584307,1.960645318031311
11,25.49717514124295,59,51,0.8449717514124294,-0.26183808083260374,3.088753349586487,0.00020923910778947175,0.9530124664306641
12,-30.82633053221288,119,106,0.8817366946778712,-0.9236996803575153,7.508384621307524,0.0001945444819284603,0.5187990665435791
13,63.95652173913044,23,20,0.8695652173913043,-0.3747670855082106,47.14802917677223,0.0001817171141738072,0.2645924687385559
14,26.06432748538012,57,48,0.8306432748538012,-0.9572438028117176,0.22325280833814531,0.00017099747492466122,1.060585618019104
15,-137.18666666666667,225,198,0.8781333333333333,-1.6966363256542536,49.67577163127051,0.00016118162602651864,0.8695970177650452
16,-29.85470085470085,117,103,0.8714529914529915,-1.3321445274286816,10.8308008623751,0.00015244247333612293,0.604935884475708
17,-7.631578947368411,95,83,0.8736842105263158,-0.7510761023877421,1.3765011149572368,0.0001447983377147466,1.0517839193344116
18,40.95652173913044,46,40,0.8695652173913043,-0.031548223705613054,8.856896856173769,0.00013837618462275714,1.4920768737792969
19,-28.304347826086953,115,100,0.8669565217391304,-0.12408645876212177,4.485655789893248,0.00013191504694987088,0.714246392250061
20,0.2087912087912116,91,83,0.9120879120879121,0.11800788863820344,0.008842204658203567,0.00012594327563419938,0.11371506750583649
21,-21.786786786786777,111,100,0.8921321321321322,0.46502657903693034,1.2929557183313307,0.00012047176278429106,0.36087414622306824
22,63.95652173913044,23,20,0.8695652173913043,1.5110524637675553,77.14995327981936,0.00011575779353734106,1.0885924100875854
